COLUMN,0SYM,PAPL,SMART,/AMEX, 
SYM,BMNR,SMART,/AMEX, 
SYM,GCT,SMART,/AMEX, 
SYM,ETHU,SMART,/AMEX, 
SYM,NTRA,SMART,/AMEX, 
